GridPoints,RelativeError,Result,NormalizedResult
1.000000000000000000e+01,1.000000000000000000e+02,2.647202144474714296e+05,2.647202144474714203e+01
1.900000000000000000e+01,0.000000000000000000e+00,2.647202144474714296e+05,2.647202144474714203e+01
3.700000000000000000e+01,0.000000000000000000e+00,2.647202144474714296e+05,2.647202144474714203e+01
7.300000000000000000e+01,2.198837026290546951e-16,2.647202144474714878e+05,2.647202144474714913e+01
1.450000000000000000e+02,2.198837026290547444e-16,2.647202144474714296e+05,2.647202144474714203e+01
2.890000000000000000e+02,2.198837026290547937e-16,2.647202144474713714e+05,2.647202144474713847e+01
5.770000000000000000e+02,4.397674052581097846e-16,2.647202144474712550e+05,2.647202144474712426e+01
1.153000000000000000e+03,6.596511078871651206e-16,2.647202144474710803e+05,2.647202144474710650e+01
2.305000000000000000e+03,1.978953323661491319e-15,2.647202144474716042e+05,2.647202144474715979e+01
4.609000000000000000e+03,2.198837026290541133e-15,2.647202144474721863e+05,2.647202144474722019e+01
9.217000000000000000e+03,5.716976268355439526e-15,2.647202144474706729e+05,2.647202144474706742e+01
1.843300000000000000e+04,8.355580699904034138e-15,2.647202144474728848e+05,2.647202144474728769e+01
3.686500000000000000e+04,8.355580699904103558e-15,2.647202144474706729e+05,2.647202144474706742e+01
7.372900000000000000e+04,4.617557755210141152e-15,2.647202144474718953e+05,2.647202144474718821e+01
1.474570000000000000e+05,4.837441457839218970e-15,2.647202144474706147e+05,2.647202144474706031e+01
2.949130000000000000e+05,2.242813766816314808e-14,2.647202144474765519e+05,2.647202144474765362e+01
