x, y
1.000000000000000000e+00,1.332267629550187799e-17
8.830222215594889512e-01,-1.546068057677413635e-02
5.868240888334650407e-01,-4.639560157960555958e-02
2.499999999999999445e-01,-5.937492187499998630e-02
3.015368960704578605e-02,-2.848483028666110028e-02
3.015368960704578605e-02,2.848483028666110028e-02
2.499999999999999445e-01,5.937492187499998630e-02
5.868240888334650407e-01,4.639560157960555958e-02
8.830222215594889512e-01,1.546068057677413635e-02
1.000000000000000000e+00,-1.332267629550187799e-17
