GridPoints,RelativeError,Result,NormalizedResult
1.000000000000000000e+01,1.000000000000000000e+02,4.419966099610219680e+04,4.419966099610219246e+00
1.900000000000000000e+01,6.637443517559924637e-04,4.417034318030114810e+04,4.417034318030114370e+00
3.700000000000000000e+01,2.529908769279694788e-08,4.417034206283179083e+04,4.417034206283179110e+00
7.300000000000000000e+01,4.941748653768715064e-16,4.417034206283181265e+04,4.417034206283180886e+00
1.450000000000000000e+02,6.588998205024949803e-16,4.417034206283184176e+04,4.417034206283184439e+00
2.890000000000000000e+02,3.294499102512475888e-16,4.417034206283182721e+04,4.417034206283182662e+00
5.770000000000000000e+02,6.588998205024947831e-16,4.417034206283185631e+04,4.417034206283185327e+00
1.153000000000000000e+03,3.294499102512472436e-16,4.417034206283187086e+04,4.417034206283187103e+00
2.305000000000000000e+03,2.635599282009985049e-15,4.417034206283175445e+04,4.417034206283175557e+00
4.609000000000000000e+03,1.317799641004990750e-15,4.417034206283181265e+04,4.417034206283180886e+00
9.217000000000000000e+03,5.106473608894313295e-15,4.417034206283203821e+04,4.417034206283203979e+00
1.843300000000000000e+04,2.800324237135583477e-15,4.417034206283216190e+04,4.417034206283216413e+00
3.686500000000000000e+04,1.021294721778870232e-14,4.417034206283171079e+04,4.417034206283171116e+00
7.372900000000000000e+04,1.482524596130615801e-15,4.417034206283177627e+04,4.417034206283177333e+00
1.474570000000000000e+05,1.235437163442195125e-14,4.417034206283123058e+04,4.417034206283123154e+00
2.949130000000000000e+05,6.588998205025084107e-15,4.417034206283093954e+04,4.417034206283093845e+00
