# D, Appellian Root
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000099999999999989e+00,2.257290425666345612e+01,1.281198519002003025e+02
1.050000000000000044e+00,2.224392686622167759e+01,2.733820210544343718e+04
1.100000000000000089e+00,2.209937151056541182e+01,3.532486459482493956e+04
1.150000000000000133e+00,2.202727027520191072e+01,3.907766109002479061e+04
1.199999999999999956e+00,2.198600566863573036e+01,4.123837115496987099e+04
1.250000000000000000e+00,2.195989906397198155e+01,4.263007772667431709e+04
1.300000000000000044e+00,2.194212217723312008e+01,4.359204448125475028e+04
1.350000000000000089e+00,2.192933028955011920e+01,4.429039411014043435e+04
1.399999999999999911e+00,2.191972648131917012e+01,4.481621832618793269e+04
1.449999999999999956e+00,2.191227174645379705e+01,4.522358682622206106e+04
1.500000000000000000e+00,2.190632854623646608e+01,4.554653393194134696e+04
1.550000000000000044e+00,2.190148614119689441e+01,4.580747951871641271e+04
1.600000000000000089e+00,2.189746895340501709e+01,4.602174218112263770e+04
1.649999999999999911e+00,2.189408567565234875e+01,4.620010927933514904e+04
1.699999999999999956e+00,2.189119949761077422e+01,4.635037334615801956e+04
1.750000000000000000e+00,2.188871023412606576e+01,4.647828802117222949e+04
1.799999999999999822e+00,2.188654277949489568e+01,4.658818313866660901e+04
1.850000000000000089e+00,2.188463980125913011e+01,4.668337204252759693e+04
1.899999999999999911e+00,2.188295678139170519e+01,4.676642813170867885e+04
1.949999999999999956e+00,2.188145863219796894e+01,4.683937678743279685e+04
2.000000000000000000e+00,2.188011732779395402e+01,4.690383119634522882e+04
2.100000000000000089e+00,2.187781877885846882e+01,4.701220966712471272e+04
2.200000000000000178e+00,2.187592441388713738e+01,4.709934552275737951e+04
2.299999999999999822e+00,2.187433980641889164e+01,4.717054651780374115e+04
2.399999999999999911e+00,2.187299756659574257e+01,4.722954140270054631e+04
2.500000000000000000e+00,2.187184844012576335e+01,4.727901651696770568e+04
2.600000000000000089e+00,2.187085548227120313e+01,4.732094976134828903e+04
2.700000000000000178e+00,2.186999049372002091e+01,4.735682530817016232e+04
2.799999999999999822e+00,2.186923157431055387e+01,4.738777558625045640e+04
2.899999999999999911e+00,2.186856146308142712e+01,4.741467752609099989e+04
3.000000000000000000e+00,2.186796637722304837e+01,4.743821924389378546e+04
4.000000000000000000e+00,2.186443486556382965e+01,4.757053736666551413e+04
5.000000000000000000e+00,2.186289484009711259e+01,4.762382302006153623e+04
6.000000000000000000e+00,2.186208077444247522e+01,4.765077677779993974e+04
7.000000000000000000e+00,2.186159716828391097e+01,4.766636871492821228e+04
8.000000000000000000e+00,2.186128611887910722e+01,4.767622627357207239e+04
