# D, Appellian Root
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000099999999999989e+00,2.227359896390045790e+01,1.766189978413340941e+04
1.050000000000000044e+00,2.227084070406748140e+01,5.784497829451747239e+05
1.100000000000000089e+00,2.227049530065649918e+01,5.891537697919282364e+05
1.150000000000000133e+00,2.227036310883949355e+01,5.936878071899361676e+05
1.199999999999999956e+00,2.227029822422816707e+01,5.961663098113281885e+05
1.250000000000000000e+00,2.227026129400016430e+01,5.976925027397251688e+05
1.300000000000000044e+00,2.227023804164900511e+01,5.987074379946519621e+05
1.350000000000000089e+00,2.227022229394907527e+01,5.994207313461402664e+05
1.399999999999999911e+00,2.227021102672449260e+01,5.999435799816867802e+05
1.449999999999999956e+00,2.227020261655277977e+01,6.003398047253969125e+05
1.500000000000000000e+00,2.227019612692171080e+01,6.006483030852577649e+05
1.550000000000000044e+00,2.227019097963792404e+01,6.008939426002132241e+05
1.600000000000000089e+00,2.227018680563420006e+01,6.010932562496542232e+05
1.649999999999999911e+00,2.227018335776192970e+01,6.012576026133935666e+05
1.699999999999999956e+00,2.227018046483727787e+01,6.013950068227879237e+05
1.750000000000000000e+00,2.227017800456450303e+01,6.015112776849234942e+05
1.799999999999999822e+00,2.227017588718973329e+01,6.016107096092858119e+05
1.850000000000000089e+00,2.227017404824290381e+01,6.016965371635463089e+05
1.899999999999999911e+00,2.227017243544717928e+01,6.017712373272556579e+05
1.949999999999999956e+00,2.227017101304019775e+01,6.018367352352900198e+05
2.000000000000000000e+00,2.227016974708589458e+01,6.018945471852703486e+05
2.100000000000000089e+00,2.227016759600176243e+01,6.019917136131556472e+05
2.200000000000000178e+00,2.227016583920479320e+01,6.020698980940124020e+05
2.299999999999999822e+00,2.227016437998791787e+01,6.021339167253767373e+05
2.399999999999999911e+00,2.227016315081920084e+01,6.021871164714917541e+05
2.500000000000000000e+00,2.227016210250562978e+01,6.022318891119755572e+05
2.600000000000000089e+00,2.227016119842795661e+01,6.022699852783294627e+05
2.700000000000000178e+00,2.227016041340090524e+01,6.023027132172848796e+05
2.799999999999999822e+00,2.227015972475334138e+01,6.023310685070824111e+05
2.899999999999999911e+00,2.227015911941741777e+01,6.023558210165728815e+05
3.000000000000000000e+00,2.227015858133605164e+01,6.023775746003673412e+05
4.000000000000000000e+00,2.227015539325897109e+01,6.025020801948203007e+05
5.000000000000000000e+00,2.227015399914926164e+01,6.025537914248539601e+05
6.000000000000000000e+00,2.227015326067797218e+01,6.025804587838826701e+05
7.000000000000000000e+00,2.227015282206421887e+01,6.025960765713688452e+05
8.000000000000000000e+00,2.227015253777945603e+01,6.026060320578544633e+05
