# D, Appellian Root
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000099999999999989e+00,2.068002359185203431e+01,2.326147466119671137e+01
1.050000000000000044e+00,1.949288822962973455e+01,7.738117141996074679e+03
1.100000000000000089e+00,1.882322665985516608e+01,1.173836462569170362e+04
1.150000000000000133e+00,1.841605600927216457e+01,1.420117229287104237e+04
1.199999999999999956e+00,1.814703328943496530e+01,1.585746178100975703e+04
1.250000000000000000e+00,1.795718502201675193e+01,1.703650450703434763e+04
1.300000000000000044e+00,1.781635148647121625e+01,1.791027362331796030e+04
1.350000000000000089e+00,1.770783165746607679e+01,1.857768107010911262e+04
1.399999999999999911e+00,1.762171426969377208e+01,1.909970041692197992e+04
1.449999999999999956e+00,1.755176743427319153e+01,1.951593431725552728e+04
1.500000000000000000e+00,1.749388048654527594e+01,1.985317517277913794e+04
1.550000000000000044e+00,1.744523182848491416e+01,2.013015225101654141e+04
1.600000000000000089e+00,1.740381906293528047e+01,2.036031603847120277e+04
1.649999999999999911e+00,1.736818062635621018e+01,2.055354736672870058e+04
1.699999999999999956e+00,1.733722387428302270e+01,2.071724667604694696e+04
1.750000000000000000e+00,1.731011500877348652e+01,2.085705046692401083e+04
1.799999999999999822e+00,1.728620634886080509e+01,2.097731538318777530e+04
1.850000000000000089e+00,1.726498692860369033e+01,2.108145298508352425e+04
1.899999999999999911e+00,1.724604811400235960e+01,2.117216602325853091e+04
1.949999999999999956e+00,1.722905915060723103e+01,2.125161822039764229e+04
2.000000000000000000e+00,1.721374943631484911e+01,2.132155824489428778e+04
2.100000000000000089e+00,1.718731094183638319e+01,2.143834929611725966e+04
2.200000000000000178e+00,1.716534893562128516e+01,2.153119322517427281e+04
2.299999999999999822e+00,1.714687600445517290e+01,2.160608284253664169e+04
2.399999999999999911e+00,1.713116933384403850e+01,2.166726994078158896e+04
2.500000000000000000e+00,1.711768827026456918e+01,2.171783504727217223e+04
2.600000000000000089e+00,1.710602085920728044e+01,2.176005145548469591e+04
2.700000000000000178e+00,1.709584811785076397e+01,2.179562423414665682e+04
2.799999999999999822e+00,1.708691953609292824e+01,2.182585093465582759e+04
2.899999999999999911e+00,1.707903589584199722e+01,2.185173194671844249e+04
3.000000000000000000e+00,1.707203698301103145e+01,2.187404771118581994e+04
4.000000000000000000e+00,1.703064567544323182e+01,2.199196610584938026e+04
5.000000000000000000e+00,1.701274769901854711e+01,2.203450167065611822e+04
6.000000000000000000e+00,1.700334593963394880e+01,2.205449481542621652e+04
7.000000000000000000e+00,1.699778401540795159e+01,2.206550222343370478e+04
8.000000000000000000e+00,1.699421676842267104e+01,2.207222685316158822e+04
