# D, Appellian Root
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000099999999999989e+00,2.241265131962743595e+01,1.269552396346382238e+03
1.050000000000000044e+00,2.238084892275435678e+01,1.132161906209894951e+05
1.100000000000000089e+00,2.237155380222304046e+01,1.239374482714144833e+05
1.150000000000000133e+00,2.236758846081085750e+01,1.283005181902241020e+05
1.199999999999999956e+00,2.236553694026714112e+01,1.306874977115411602e+05
1.250000000000000000e+00,2.236432936200829147e+01,1.321729598677719769e+05
1.300000000000000044e+00,2.236355056357532689e+01,1.331721486523045751e+05
1.350000000000000089e+00,2.236301340759066392e+01,1.338815958136441477e+05
1.399999999999999911e+00,2.236262356494718517e+01,1.344061682357610844e+05
1.449999999999999956e+00,2.236232920034361271e+01,1.348065937901335419e+05
1.500000000000000000e+00,2.236209981633246358e+01,1.351202393957147724e+05
1.550000000000000044e+00,2.236191642335432306e+01,1.353712145900198666e+05
1.600000000000000089e+00,2.236176674438875622e+01,1.355756853475591925e+05
1.649999999999999911e+00,2.236164236834071417e+01,1.357448443310456933e+05
1.699999999999999956e+00,2.236153748995364765e+01,1.358866547461089212e+05
1.750000000000000000e+00,2.236144792650971880e+01,1.360069167283587449e+05
1.799999999999999822e+00,2.236137060332438509e+01,1.361099423501357669e+05
1.850000000000000089e+00,2.236130321072129234e+01,1.361989957905887568e+05
1.899999999999999911e+00,2.236124398458361284e+01,1.362765879233982414e+05
1.949999999999999956e+00,2.236119155246712964e+01,1.363446780539007741e+05
2.000000000000000000e+00,2.236114483280989518e+01,1.364048149225655652e+05
2.100000000000000089e+00,2.236106521378481204e+01,1.365059455852630490e+05
2.200000000000000178e+00,2.236100004827015653e+01,1.365873448625697638e+05
2.299999999999999822e+00,2.236094578028810886e+01,1.366539887978565239e+05
2.399999999999999911e+00,2.236089998093981634e+01,1.367093481833368423e+05
2.500000000000000000e+00,2.236086087877114537e+01,1.367559103491518181e+05
2.600000000000000089e+00,2.236082716176443697e+01,1.367954998263226298e+05
2.700000000000000178e+00,2.236079783566320955e+01,1.368294823035725276e+05
2.799999999999999822e+00,2.236077213621741322e+01,1.368588982891647029e+05
2.899999999999999911e+00,2.236074946363086013e+01,1.368845530377546384e+05
3.000000000000000000e+00,2.236072934235638954e+01,1.369070784678854689e+05
4.000000000000000000e+00,2.236061001447515650e+01,1.370354737179525255e+05
5.000000000000000000e+00,2.236055790595254678e+01,1.370884227901243139e+05
6.000000000000000000e+00,2.236053029234731326e+01,1.371156062837965146e+05
7.000000000000000000e+00,2.236051388751269897e+01,1.371314807779947878e+05
8.000000000000000000e+00,2.236050331559501103e+01,1.371415806016438000e+05
