# D, Appellian Root
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000099999999999989e+00,8.961816889105715944e+00,1.016691732116644609e+01
1.050000000000000044e+00,7.838151196952938271e+00,4.189524433811526251e+03
1.100000000000000089e+00,7.027698420036092131e+00,7.131062284341534905e+03
1.150000000000000133e+00,6.430598409376848679e+00,9.308344438802532750e+03
1.199999999999999956e+00,5.981154830688621971e+00,1.097680419894413171e+04
1.250000000000000000e+00,5.636289479649598810e+00,1.228676537320924217e+04
1.300000000000000044e+00,5.367075015494870982e+00,1.333396551638149504e+04
1.350000000000000089e+00,5.153642939458891625e+00,1.418298815995202494e+04
1.399999999999999911e+00,4.982060135772377052e+00,1.487928541881608180e+04
1.449999999999999956e+00,4.842368986692169308e+00,1.545587902933743862e+04
1.500000000000000000e+00,4.727329464866165232e+00,1.593735508714374737e+04
1.550000000000000044e+00,4.631594261157196080e+00,1.634237790578956447e+04
1.600000000000000089e+00,4.551156986120580505e+00,1.668534212046736502e+04
1.649999999999999911e+00,4.482976203462011533e+00,1.697749695630606584e+04
1.699999999999999956e+00,4.424714907119843943e+00,1.722773318778829707e+04
1.750000000000000000e+00,4.374557171301851177e+00,1.744314685996716798e+04
1.799999999999999822e+00,4.331077255262926862e+00,1.762945091714105365e+04
1.850000000000000089e+00,4.293144913227964210e+00,1.779128067419411673e+04
1.899999999999999911e+00,4.259856051628988283e+00,1.793242366921115172e+04
1.949999999999999956e+00,4.230481366926889031e+00,1.805599471013705988e+04
2.000000000000000000e+00,4.204427895604144538e+00,1.816457060334434573e+04
2.100000000000000089e+00,4.160426897476565244e+00,1.834495959682558168e+04
2.200000000000000178e+00,4.124889838272765452e+00,1.848689844027783329e+04
2.299999999999999822e+00,4.095752751290422822e+00,1.859985205597298409e+04
2.399999999999999911e+00,4.071544466033447662e+00,1.869066588463001608e+04
2.500000000000000000e+00,4.051194459471275877e+00,1.876436571684346563e+04
2.600000000000000089e+00,4.033909140346755962e+00,1.882469180344381311e+04
2.700000000000000178e+00,4.019090263321579037e+00,1.887446228269242783e+04
2.799999999999999822e+00,4.006279943845032498e+00,1.891582466981167818e+04
2.899999999999999911e+00,3.995122859021555950e+00,1.895043256171504618e+04
3.000000000000000000e+00,3.985339787582661941e+00,1.897957153581728198e+04
4.000000000000000000e+00,3.929850348815588479e+00,1.911722135789763342e+04
5.000000000000000000e+00,3.907108441875406513e+00,1.915530911999156524e+04
6.000000000000000000e+00,3.895459470971659677e+00,1.916922472877592736e+04
7.000000000000000000e+00,3.888662712875381899e+00,1.917531419686806112e+04
8.000000000000000000e+00,3.884339961298576505e+00,1.917834080207049556e+04
