GridPoints,RelativeError,Result,NormalizedResult
1.000000000000000000e+01,1.000000000000000000e+02,2.510128438390505835e+04,2.510128438390506034e+00
1.900000000000000000e+01,7.255556906964995105e-03,2.492047247769468959e+04,2.492047247769468843e+00
3.700000000000000000e+01,1.494855873181045601e-04,2.492419828611392222e+04,2.492419828611392330e+00
7.300000000000000000e+01,1.267210041119998965e-06,2.492422987034828111e+04,2.492422987034828008e+00
1.450000000000000000e+02,1.265924377924443563e-12,2.492422987037983330e+04,2.492422987037983262e+00
2.890000000000000000e+02,1.167692266043532850e-15,2.492422987037980420e+04,2.492422987037980597e+00
5.770000000000000000e+02,1.605576865809855178e-15,2.492422987037984421e+04,2.492422987037984594e+00
1.153000000000000000e+03,1.167692266043529694e-15,2.492422987037987332e+04,2.492422987037987259e+00
2.305000000000000000e+03,1.605576865809855770e-15,2.492422987037983330e+04,2.492422987037983262e+00
4.609000000000000000e+03,5.838461330217661290e-16,2.492422987037981875e+04,2.492422987037981930e+00
9.217000000000000000e+03,1.313653799298975467e-15,2.492422987037978601e+04,2.492422987037978821e+00
1.843300000000000000e+04,1.021730732788091022e-15,2.492422987037981147e+04,2.492422987037981041e+00
3.686500000000000000e+04,1.196884572694635218e-14,2.492422987037951316e+04,2.492422987037951287e+00
7.372900000000000000e+04,2.422961452040300188e-14,2.492422987038011706e+04,2.492422987038011684e+00
1.474570000000000000e+05,2.247807612133823164e-14,2.492422987037955681e+04,2.492422987037955728e+00
2.949130000000000000e+05,1.926692238971811147e-14,2.492422987038003703e+04,2.492422987038003690e+00
