GridPoints,RelativeError,Result,NormalizedResult
1.000000000000000000e+01,1.000000000000000000e+02,1.049834295978899354e+04,1.049834295978899323e+00
1.900000000000000000e+01,3.485233072530419252e-01,1.611468695145888341e+04,1.611468695145888308e+00
3.700000000000000000e+01,1.349413135060630597e-01,1.419869623185833188e+04,1.419869623185833207e+00
7.300000000000000000e+01,1.465441819386749910e-02,1.399362775863399656e+04,1.399362775863399744e+00
1.450000000000000000e+02,1.559963249263436776e-02,1.421538250139803131e+04,1.421538250139803061e+00
2.890000000000000000e+02,2.281446755454335715e-02,1.454727073764928900e+04,1.454727073764928935e+00
5.770000000000000000e+02,6.960840708644248573e-03,1.464924177615552435e+04,1.464924177615552381e+00
1.153000000000000000e+03,4.486017743558247655e-04,1.464267304704530761e+04,1.464267304704530703e+00
2.305000000000000000e+03,6.442224474343280992e-05,1.464361642168635444e+04,1.464361642168635402e+00
4.609000000000000000e+03,2.664906165540278632e-09,1.464361646071021823e+04,1.464361646071021816e+00
9.217000000000000000e+03,3.478082305415257057e-15,1.464361646071026917e+04,1.464361646071026923e+00
1.843300000000000000e+04,9.067857439118430839e-15,1.464361646071013638e+04,1.464361646071013601e+00
3.686500000000000000e+04,3.974951206188916934e-15,1.464361646071007817e+04,1.464361646071007828e+00
7.372900000000000000e+04,1.416076367204781616e-14,1.464361646071028554e+04,1.464361646071028478e+00
1.474570000000000000e+05,7.949902412377658742e-15,1.464361646071040195e+04,1.464361646071040246e+00
2.949130000000000000e+05,2.732778954254827785e-15,1.464361646071036193e+04,1.464361646071036249e+00
